id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,bok_appeared,importance,difficulty,concept_image_url,concept_image_alt,known_status,last_reviewed,review_count
CS-078,DDL,DDL,데이터베이스,D,D,"DDL은 테이블·인덱스·뷰 같은 데이터베이스 객체의 구조를 정의·변경·삭제하는 SQL 언어로, 스키마 형상 관리에 직접 쓰입니다.","의미: DDL은 Data Definition Language로 CREATE, ALTER, DROP, TRUNCATE 같은 명령을 통해 데이터베이스 구조를 정의한다. 데이터 값 자체를 조작하는 DML과 달리 스키마, 제약, 저장 객체의 형태를 바꾸며 일부 DBMS에서는 실행 즉시 암묵적 커밋이 발생한다. 활용: 운영 DB에서 DDL은 락, 재빌드, 배포 중단 위험을 만들 수 있어 변경 전 영향 분석과 롤백 계획이 필요하다. 금융권 배포에서는 컬럼 추가, 인덱스 생성, 제약 변경이 대량 테이블 성능과 무결성에 미치는 영향을 검토해야 한다.","[[비클러스터드 인덱스]], [[SQL]], [[DML]], [[DCL]], [[트랜잭션]]",05-08-산업은행-기출.md; 04-02-프로그래밍-SQL-분산-클라우드.md; 05-04-금융결제원-기출.md,"데이터베이스 문제에서는 DDL의 정의만 쓰지 말고 관련 개념(비클러스터드 인덱스, SQL, DML)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-078.svg,"DDL(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 비클러스터드 인덱스, SQL, DML",,,0
CS-079,DDoS,DDoS,보안,D,D,DDoS는 다수의 분산된 장비가 목표 서비스의 네트워크·서버 자원을 소진시켜 정상 이용자의 접근을 방해하는 공격입니다.,"의미: DDoS는 Distributed Denial of Service로, 봇넷이나 반사 서버를 이용해 대량 트래픽·연결·요청을 보내 대상의 대역폭, 세션 테이블, CPU, 애플리케이션 자원을 고갈시키는 공격입니다. 단일 DoS보다 출처가 분산되어 차단과 추적이 어렵습니다. 활용: SYN Flood, UDP Flood, DNS/NTP 증폭, HTTP 요청 폭주처럼 계층별 유형이 다릅니다. 금융 서비스에서는 가용성 침해가 직접 피해로 이어지므로 CDN·스크러빙 센터·WAF·레이트 리밋·오토스케일링·비상 우회 절차를 함께 설계합니다. 면접에서는 방화벽만으로 모든 DDoS를 막을 수 없고, 공격 계층과 병목 자원을 먼저 식별해야 한다고 답하는 것이 정확합니다.","[[CSRF]], [[세션 하이재킹]], [[SYN Flood]], [[스머프 공격]], [[인증]]",05-14-17-한국은행-2025-컴퓨터공학-학술-7-네트워크-보안.md; 05-01-우리은행-기출.md; 04-04-네트워크-프로토콜-보안.md,"보안 문제에서는 DDoS의 정의만 쓰지 말고 관련 개념(CSRF, 세션 하이재킹, SYN Flood)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,중,/api/concept-images/CS-079.svg,"DDoS(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: CSRF, 세션 하이재킹, SYN Flood",,,0
CS-080,결정 트리,Decision Tree,인공지능·데이터,D,ㄱ,결정 트리는 특성 기준으로 데이터를 반복 분할해 예측 규칙을 나무 구조로 표현하는 해석 가능한 지도학습 모델입니다.,"의미: 결정 트리는 지니 불순도나 엔트로피, 분산 감소 같은 기준으로 분할을 선택하며 루트에서 잎 노드까지의 경로가 하나의 규칙이 된다. 선형 회귀보다 비선형 경계를 쉽게 표현하지만 깊어질수록 훈련 데이터에 과적합되기 쉽다. 활용: 신용 심사 보조나 민원 분류에서 설명 가능한 규칙을 제시할 수 있어 유용하다. 단일 트리는 작은 데이터 변화에도 구조가 흔들릴 수 있으므로 가지치기, 최대 깊이 제한, 랜덤 포레스트와 비교가 필요하다.","[[선형 회귀]], [[로지스틱 회귀]], [[랜덤 포레스트]], [[SVM]], [[머신러닝]]",보강 개념(페이지 직접 언급 없음),"인공지능·데이터 문제에서는 결정 트리의 정의만 쓰지 말고 관련 개념(선형 회귀, 로지스틱 회귀, 랜덤 포레스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-080.svg,"결정 트리(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 선형 회귀, 로지스틱 회귀, 랜덤 포레스트",,,0
CS-081,딥러닝,Deep Learning,인공지능·데이터,D,ㄷ,딥러닝은 여러 층의 신경망이 데이터 표현을 단계적으로 학습해 복잡한 패턴을 자동 추출하는 머신러닝 방법입니다.,"의미: 딥러닝은 사람이 직접 설계한 특성보다 데이터에서 계층적 표현을 학습하는 데 강하다. 낮은 층은 단순 패턴을, 높은 층은 더 추상적인 구조를 학습하며 CNN, RNN, Transformer가 대표 구조다. 활용: 자연어 처리, 이미지 분석, 음성 인식, 이상거래 탐지에 쓰이나 많은 데이터와 계산 자원, 튜닝 경험이 필요하다. 금융·공공 환경에서는 설명 가능성, 편향, 개인정보, 운영 모니터링이 중요하므로 단순히 성능이 높다는 이유만으로 전통 모델을 대체하기 어렵다.","[[신경망]], [[퍼셉트론]], [[CNN]], [[RNN]], [[머신러닝]]",05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md; 05-03-대구은행-기출.md; 16-인공지능-기계학습.md,"인공지능·데이터 문제에서는 딥러닝의 정의만 쓰지 말고 관련 개념(신경망, 퍼셉트론, CNN)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,중,/api/concept-images/CS-081.svg,"딥러닝(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 신경망, 퍼셉트론, CNN",,,0
CS-082,DeFi,DeFi,금융IT·신기술,D,D,DeFi는 블록체인 스마트 컨트랙트로 예치·대출·거래 같은 금융 기능을 중개기관 없이 자동 실행하려는 탈중앙 금융 서비스입니다.,"의미: DeFi는 은행이나 거래소 같은 중앙 중개자 대신 공개 블록체인과 스마트 컨트랙트가 금융 거래 규칙을 실행하는 구조다. 탈중앙성을 강조하지만 실제로는 오라클, 거버넌스 토큰, 개발자 권한 같은 집중 위험이 남을 수 있다. 활용: 탈중앙 거래소, 유동성 풀, 담보 대출, 스테이블코인 운용에 쓰이며 거래 투명성과 접근성을 높인다. 금융IT 관점에서는 코드 취약점, 담보 가격 급락, 시장조작, 고객확인 부재, 규제 적용 범위가 핵심 리스크이므로 기존 금융의 신용·운영·규제 통제와 비교해 설명해야 한다.","[[퍼블릭 블록체인]], [[스마트 컨트랙트]], [[디지털 자산]], [[토큰화]], [[전자금융]]",05-08-산업은행-기출.md; 04-02-프로그래밍-SQL-분산-클라우드.md; 05-01-우리은행-기출.md,"금융IT·신기술 문제에서는 DeFi의 정의만 쓰지 말고 관련 개념(퍼블릭 블록체인, 스마트 컨트랙트, 디지털 자산)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-082.svg,"DeFi(금융IT·신기술)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 퍼블릭 블록체인, 스마트 컨트랙트, 디지털 자산",,,0
CS-083,차수,Degree,데이터베이스,D,ㅊ,"차수는 릴레이션을 구성하는 속성의 개수로, 테이블 구조의 폭을 나타내며 정규화와 스키마 변경 영향 분석에 쓰이는 기본 지표입니다.","의미: 차수는 관계형 데이터 모델에서 한 릴레이션이 가진 속성, 즉 열의 개수다. 튜플 수를 뜻하는 카디널리티와 구분해야 하며, 차수가 크다는 것은 한 행이 많은 종류의 정보를 함께 담고 있음을 의미한다. 활용: 차수가 과도하게 큰 테이블은 서로 다른 관심사가 섞였거나 반복 속성을 억지로 열로 펼친 설계일 수 있다. 고객 기본정보와 고객 선호, 심사 결과, 변경 이력을 한 테이블에 몰아넣으면 NULL과 갱신 이상이 늘어난다. 정규화와 조회 성능 사이에서 적절히 분해하거나 뷰로 제공하는 전략이 필요하다.","[[속성]], [[도메인]], [[카디널리티]], [[키]], [[SQL]]",09-02-02-DFS-BFS-최단경로.md,"데이터베이스 문제에서는 차수의 정의만 쓰지 말고 관련 개념(속성, 도메인, 카디널리티)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-083.svg,"차수(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 속성, 도메인, 카디널리티",,,0
CS-084,디자인 패턴,Design Pattern,소프트웨어공학,D,ㄷ,디자인 패턴은 반복되는 설계 문제에 대해 검증된 객체 협력 구조를 이름 붙여 재사용하고 팀의 설계 의사소통을 돕는 해법입니다.,"의미: 디자인 패턴은 특정 구현 코드를 복사하는 것이 아니라 자주 등장하는 설계 문제와 해결 구조를 추상화한 것이다. 생성, 구조, 행위 패턴으로 나뉘며 팩토리, 싱글턴, 전략 패턴처럼 의도와 적용 조건이 중요하다. 활용: 결제수단 선택, 수수료 정책 변경, 외부 API 어댑터 같은 금융 업무에서 변경 가능 지점을 안정적으로 분리하는 데 도움이 된다. 그러나 패턴을 남용하면 단순한 코드도 불필요한 계층과 간접 호출로 복잡해지므로 실제 변화 가능성과 테스트 이득이 있을 때 적용해야 한다.","[[인터페이스 분리 원칙]], [[의존성 역전 원칙]], [[싱글턴 패턴]], [[팩토리 패턴]], [[테스트]]",11-03-설계-결합도-응집도.md; 05-14-04-한국은행-2021-컴퓨터공학-학술-파트-I.md,"소프트웨어공학 문제에서는 디자인 패턴의 정의만 쓰지 말고 관련 개념(인터페이스 분리 원칙, 의존성 역전 원칙, 싱글턴 패턴)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,중,중,/api/concept-images/CS-084.svg,"디자인 패턴(소프트웨어공학)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 인터페이스 분리 원칙, 의존성 역전 원칙, 싱글턴 패턴",,,0
CS-085,DevOps,DevOps,소프트웨어공학,D,D,DevOps는 개발과 운영이 자동화·공유 책임·피드백 루프로 협업해 소프트웨어 변경을 빠르고 안정적으로 서비스에 반영하는 문화와 실천입니다.,"의미: DevOps는 개발팀과 운영팀을 단순히 합치는 조직명이 아니라 빌드, 테스트, 배포, 모니터링, 장애 대응을 하나의 흐름으로 개선하는 접근이다. CI/CD, IaC, 관측성, 포스트모템이 주요 실천이다. 활용: 금융 서비스에서는 배포 승인, 변경관리, 보안 점검을 자동화 파이프라인에 녹여 속도와 통제를 함께 확보한다. 운영 책임을 개발자가 이해하면 장애 평균복구시간이 줄지만, 권한 분리와 감사 요구가 강한 환경에서는 자동화 계정, 승인 로그, 롤백 절차를 명확히 두어야 한다.","[[스프린트]], [[칸반]], [[CI/CD]], [[요구사항 분석]], [[테스트]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 DevOps의 정의만 쓰지 말고 관련 개념(스프린트, 칸반, CI/CD)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-085.svg,"DevOps(소프트웨어공학)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 스프린트, 칸반, CI/CD",,,0
CS-086,DFS,DFS,자료구조·알고리즘,D,D,DFS는 스택이나 재귀로 한 경로를 끝까지 내려간 뒤 되돌아오며 연결성·경로 존재·상태 공간을 탐색하는 깊이 우선 전략입니다.,"의미: DFS는 현재 정점에서 아직 방문하지 않은 인접 정점으로 깊게 이동하고, 더 갈 곳이 없으면 이전 정점으로 백트래킹합니다. 재귀 호출 스택이나 명시적 스택으로 구현하며, 방문 처리를 잘못하면 사이클에서 반복되거나 중복 탐색이 커집니다. 활용: 그래프 연결 요소, 위상 정렬, 순열·조합 생성, 백트래킹 문제에 자주 쓰입니다. BFS와 달리 최단 간선 수를 자동 보장하지 않지만 메모리가 상대적으로 적을 수 있고, 재귀 깊이가 큰 입력에서는 스택 오버플로를 조심해야 합니다.","[[인접 행렬]], [[인접 리스트]], [[BFS]], [[위상 정렬]], [[시간 복잡도]]",05-08-산업은행-기출.md; 02-01-기본-전제와-일정.md; 05-13-알고리즘-기출-모음.md,"자료구조·알고리즘 문제에서는 DFS의 정의만 쓰지 말고 관련 개념(인접 행렬, 인접 리스트, BFS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-086.svg,"DFS(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 인접 행렬, 인접 리스트, BFS",,,0
CS-087,디지털 자산,Digital Asset,금융IT·신기술,D,ㄷ,디지털 자산은 블록체인 등 디지털 방식으로 발행·기록·이전되는 경제적 가치나 권리를 가진 토큰·데이터 기반의 신종 자산입니다.,"의미: 디지털 자산은 가상자산, 토큰증권, NFT, 예치금 토큰처럼 디지털 원장이나 시스템에서 소유·이전·권리 행사가 표현되는 자산을 말한다. 모든 디지털 파일이 자산은 아니며, 권리 구조와 법적 인정, 이전 가능성이 중요하다. 활용: 금융권에서는 수탁, 거래, 평가, 공시, 이상거래 감시 체계가 필요하고 개인키 관리가 곧 소유권 통제와 연결된다. 투자상품인지 지급수단인지, 중앙 발행인지 탈중앙 네트워크인지에 따라 규제와 회계 처리가 달라지므로 용어를 가상자산·전자금융·증권형 토큰과 구분해야 한다.","[[스마트 컨트랙트]], [[DeFi]], [[토큰화]], [[RegTech]], [[전자금융]]",04-05-자료구조-알고리즘-DB-금융IT.md,"금융IT·신기술 문제에서는 디지털 자산의 정의만 쓰지 말고 관련 개념(스마트 컨트랙트, DeFi, 토큰화)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-087.svg,"디지털 자산(금융IT·신기술)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 스마트 컨트랙트, DeFi, 토큰화",,,0
CS-088,전자서명,Digital Signature,보안,D,ㅈ,"전자서명은 개인키로 만든 서명값을 공개키로 검증해 문서·메시지의 무결성, 작성자 인증, 부인 방지를 제공하는 기술입니다.","의미: 전자서명은 원문을 해시한 값에 개인키 기반 연산을 적용해 서명값을 만들고, 수신자가 공개키로 이를 검증하는 방식입니다. 암호화가 내용을 숨기는 데 초점을 둔다면 전자서명은 누가 만들었고 변조되지 않았는지를 확인하는 데 초점을 둡니다. 활용: 계약서, 인증서, 소프트웨어 배포, 금융 거래 승인 기록에서 중요합니다. 원문이 조금만 바뀌어도 해시가 달라져 검증이 실패하므로 무결성 검증에 강합니다. 다만 개인키 보호와 인증서 신뢰 체인이 무너지면 부인 방지 효과가 약해집니다. 면접에서는 해시, 공개키 암호, PKI, 타임스탬프의 역할을 분리해 설명하면 좋습니다.","[[암호화]], [[해시]], [[PKI]], [[공개키 기반구조]], [[인증]]",05-01-우리은행-기출.md; 04-04-네트워크-프로토콜-보안.md; 05-12-보안-기출-모음.md,"보안 문제에서는 전자서명의 정의만 쓰지 말고 관련 개념(암호화, 해시, PKI)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-088.svg,"전자서명(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 암호화, 해시, PKI",,,0
